,loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
2356,14.0,3.0,3.0,1.0,26.0,108.42,0.1,10.0,10.84,1084.18,0.04,60.23,10,0,2,0,12,6,16,10,5,False
2357,13.0,2.0,1.0,2.0,20.0,80.0,0.15,6.6,12.12,528.0,0.03,29.33,8,0,3,0,11,5,14,6,3,False
2358,4.0,1.0,1.0,1.0,8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6,2,6,2,1,False
2359,8.0,1.0,1.0,1.0,27.0,116.69,0.25,4.0,29.17,466.77,0.04,25.93,5,0,1,0,8,12,15,12,1,False
2360,211.0,28.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,55,True
2361,58.0,3.0,1.0,1.0,219.0,1248.4,0.05,20.68,60.38,25811.44,0.42,1433.97,42,0,13,1,15,37,117,102,5,True
2362,7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,0,6,5,8,6,1,False
2363,573.0,38.0,17.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,75,True
2364,52.0,8.0,1.0,6.0,128.0,690.22,0.05,21.08,32.74,14549.77,0.23,808.32,39,4,4,1,17,25,66,62,15,False
2365,22.0,1.0,1.0,1.0,61.0,290.05,0.17,6.0,48.34,1740.29,0.1,96.68,14,0,5,0,9,18,37,24,1,False
2366,9.0,2.0,1.0,2.0,22.0,85.95,0.11,9.0,9.55,773.56,0.03,42.98,4,2,1,0,10,5,13,9,3,False
2367,120.0,13.0,8.0,5.0,404.0,2701.35,0.04,25.94,104.15,70068.25,0.9,3892.68,90,10,19,1,22,81,213,191,25,False
2368,6.0,1.0,1.0,1.0,11.0,33.0,0.4,2.5,13.2,82.5,0.01,4.58,3,0,1,0,4,4,6,5,1,False
2369,7.0,2.0,1.0,2.0,34.0,144.43,0.14,7.22,20.0,1043.09,0.05,57.95,4,0,1,0,10,9,21,13,3,False
2370,126.0,9.0,1.0,9.0,366.0,2096.42,0.03,39.96,52.47,83764.27,0.7,4653.57,94,13,17,0,19,34,223,143,17,True
2371,17.0,16.0,16.0,16.0,126.0,585.13,0.07,14.67,39.89,8581.85,0.2,476.77,15,0,0,0,10,15,82,44,31,False
2372,5.0,1.0,1.0,1.0,7.0,16.25,0.67,1.5,10.84,24.38,0.01,1.35,3,0,0,0,3,2,5,2,1,False
2373,205.0,26.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,51,False
2374,18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3,False
2375,62.0,12.0,12.0,1.0,126.0,656.39,0.06,17.39,37.75,11412.25,0.22,634.01,39,19,4,0,15,22,75,51,23,False
2376,51.0,8.0,1.0,6.0,169.0,943.86,0.04,25.28,37.34,23858.65,0.31,1325.48,41,5,3,0,21,27,104,65,15,False
2377,5.0,1.0,1.0,1.0,13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,3,0,0,0,6,5,8,5,1,False
2378,28.0,6.0,1.0,5.0,71.0,329.71,0.09,10.67,30.91,3516.95,0.11,195.39,23,0,3,0,10,15,39,32,11,False
2379,76.0,6.0,1.0,4.0,177.0,928.88,0.02,41.11,22.59,38187.42,0.31,2121.52,47,10,13,4,20,18,103,74,11,False
2380,10.0,3.0,3.0,1.0,22.0,91.74,0.14,7.0,13.11,642.17,0.03,35.68,6,0,2,0,12,6,15,7,5,False
2381,13.0,2.0,1.0,1.0,29.0,123.19,0.12,8.57,14.37,1055.91,0.04,58.66,8,0,3,0,12,7,19,10,3,False
2382,17.0,8.0,7.0,4.0,97.0,493.48,0.04,24.07,20.5,11876.51,0.16,659.81,12,0,3,0,19,15,59,38,15,False
2383,102.0,32.0,28.0,15.0,478.0,2737.95,0.01,68.23,40.13,186819.18,0.91,10378.84,83,7,9,0,23,30,300,178,63,False
2384,42.0,7.0,5.0,4.0,150.0,823.78,0.03,33.45,24.62,27559.12,0.27,1531.06,36,0,5,1,23,22,86,64,13,False
2385,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
2386,44.0,11.0,8.0,9.0,131.0,731.63,0.07,14.26,51.31,10431.63,0.24,579.53,33,1,8,0,17,31,79,52,21,False
2387,12.0,3.0,1.0,2.0,43.0,204.46,0.09,10.77,18.99,2201.88,0.07,122.33,9,0,1,0,14,13,23,20,5,False
2388,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,False
2389,10.0,2.0,1.0,2.0,12.0,38.04,0.25,4.0,9.51,152.16,0.01,8.45,6,1,1,0,6,3,8,4,3,True
2390,17.0,2.0,1.0,1.0,52.0,235.23,0.08,12.35,19.05,2905.03,0.08,161.39,12,0,3,0,13,10,33,19,3,False
2391,23.0,5.0,1.0,1.0,119.0,538.3,0.06,16.0,33.64,8612.86,0.18,478.49,19,1,1,0,8,15,59,60,9,False
2392,28.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
2393,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,False
2394,4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5,4,6,4,1,False
2395,64.0,9.0,1.0,7.0,202.0,1096.11,0.03,32.04,34.21,35119.22,0.37,1951.07,42,5,11,4,18,25,113,89,17,True
2396,43.0,8.0,1.0,4.0,113.0,503.92,0.04,27.44,18.36,13829.69,0.17,768.32,34,1,6,0,13,9,75,38,15,True
2397,38.0,10.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,19,False
2398,17.0,1.0,1.0,1.0,71.0,321.17,0.11,9.07,35.42,2911.97,0.11,161.78,11,3,1,0,8,15,37,34,1,False
2399,4.0,1.0,1.0,1.0,12.0,41.51,0.33,3.0,13.84,124.54,0.01,6.92,2,0,0,0,6,5,7,5,1,False
2400,20.0,2.0,1.0,1.0,104.0,549.68,0.1,10.02,54.87,5506.63,0.18,305.92,16,0,3,1,11,28,53,51,3,False
2401,94.0,16.0,4.0,11.0,366.0,2115.98,0.01,76.22,27.76,161284.52,0.71,8960.25,75,1,16,0,28,27,219,147,29,False
2402,17.0,16.0,16.0,16.0,126.0,577.71,0.06,15.71,36.76,9078.23,0.19,504.35,14,0,0,1,10,14,82,44,31,False
2403,133.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,13,False
2404,24.0,4.0,3.0,2.0,68.0,326.9,0.06,16.0,20.43,5230.4,0.11,290.58,16,1,4,0,16,12,44,24,7,False
2405,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
2406,4.0,1.0,1.0,1.0,7.0,19.65,0.33,3.0,6.55,58.95,0.01,3.28,2,0,0,0,6,1,6,1,1,False
2407,89.0,29.0,29.0,22.0,273.0,1452.89,0.03,39.54,36.74,57452.18,0.48,3191.79,78,0,9,0,17,23,166,107,57,True
2408,42.0,1.0,1.0,1.0,192.0,768.0,0.03,38.5,19.95,29568.0,0.26,1642.67,26,0,14,0,8,8,115,77,1,False
2409,13.0,1.0,1.0,1.0,32.0,121.84,0.11,9.0,13.54,1096.52,0.04,60.92,8,2,1,0,9,5,22,10,1,False
2410,73.0,9.0,6.0,8.0,144.0,755.7,0.06,16.64,45.41,12574.87,0.25,698.6,46,13,8,4,13,25,80,64,17,False
2411,8.0,1.0,1.0,1.0,22.0,81.41,0.15,6.75,12.06,549.52,0.03,30.53,5,0,1,0,9,4,16,6,1,False
2412,4.0,1.0,1.0,1.0,9.0,28.53,0.4,2.5,11.41,71.32,0.01,3.96,2,0,0,0,5,4,5,4,1,False
2413,24.0,3.0,1.0,3.0,43.0,185.84,0.2,5.12,36.33,950.66,0.06,52.81,18,0,4,0,7,13,24,19,5,False
2414,27.0,6.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,True
2415,74.0,4.0,3.0,3.0,143.0,815.16,0.09,10.83,75.25,8830.93,0.27,490.61,37,20,14,0,13,39,78,65,7,False
2416,34.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
2417,7.0,2.0,1.0,1.0,13.0,39.0,0.2,5.0,7.8,195.0,0.01,10.83,5,0,0,0,5,3,7,6,3,False
2418,61.0,14.0,1.0,9.0,226.0,1262.2,0.03,33.09,38.15,41761.46,0.42,2320.08,54,0,5,0,19,29,125,101,27,True
2419,47.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,15,False
2420,101.0,15.0,1.0,6.0,250.0,1464.5,0.02,41.81,35.03,61225.35,0.49,3401.41,74,6,16,3,27,31,156,96,27,False
2421,6.0,1.0,1.0,1.0,20.0,74.01,0.36,2.81,26.31,208.15,0.02,11.56,4,0,0,0,5,8,11,9,1,False
2422,170.0,16.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,31,True
2423,20.0,11.0,5.0,4.0,59.0,280.54,0.07,13.75,20.4,3857.4,0.09,214.3,16,0,2,0,15,12,37,22,21,False
2424,57.0,12.0,10.0,10.0,216.0,1275.89,0.04,23.96,53.25,30572.25,0.43,1698.46,46,1,6,1,21,39,127,89,23,True
2425,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5,2,5,2,1,False
2426,35.0,9.0,4.0,3.0,129.0,656.28,0.04,25.0,26.25,16407.07,0.22,911.5,29,0,4,0,17,17,79,50,17,False
2427,23.0,3.0,3.0,2.0,59.0,286.62,0.06,16.36,17.52,4690.16,0.1,260.56,18,0,3,0,18,11,39,20,5,False
2428,20.0,2.0,1.0,2.0,47.0,206.44,0.13,7.5,27.53,1548.29,0.07,86.02,17,0,1,0,9,12,27,20,3,False
2429,4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5,4,6,4,1,False
2430,33.0,3.0,1.0,3.0,90.0,437.22,0.06,15.84,27.6,6927.18,0.15,384.84,27,0,4,0,13,16,51,39,5,True
2431,27.0,2.0,1.0,2.0,125.0,635.93,0.08,12.91,49.25,8211.83,0.21,456.21,19,1,5,0,11,23,71,54,3,False
2432,20.0,4.0,1.0,2.0,31.0,131.69,0.15,6.86,19.2,902.99,0.04,50.17,15,0,3,0,12,7,23,8,7,False
2433,91.0,11.0,3.0,10.0,233.0,1340.89,0.04,23.82,56.28,31944.7,0.45,1774.71,51,18,16,4,20,34,152,81,21,True
2434,4.0,1.0,1.0,1.0,12.0,41.51,0.29,3.5,11.86,145.3,0.01,8.07,2,0,0,0,7,4,8,4,1,False
2435,12.0,4.0,1.0,2.0,45.0,203.56,0.11,8.71,23.38,1772.67,0.07,98.48,8,0,2,0,11,12,26,19,7,True
2436,14.0,6.0,1.0,6.0,66.0,306.49,0.16,6.22,49.26,1907.08,0.1,105.95,12,0,0,0,7,18,34,32,11,True
2437,32.0,7.0,5.0,6.0,93.0,498.25,0.07,14.87,33.51,7408.8,0.17,411.6,23,0,6,0,18,23,55,38,13,True
2438,65.0,3.0,1.0,3.0,204.0,1092.94,0.06,17.18,63.62,18775.16,0.36,1043.06,39,10,11,0,13,28,130,74,5,False
2439,16.0,2.0,1.0,2.0,52.0,241.48,0.13,7.86,30.73,1897.35,0.08,105.41,11,0,2,0,11,14,32,20,3,False
2440,80.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,True
2441,4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,False
2442,16.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
2443,18.0,2.0,1.0,2.0,47.0,218.26,0.12,8.67,25.18,1891.6,0.07,105.09,9,0,6,0,13,12,31,16,3,False
2444,13.0,1.0,1.0,1.0,39.0,173.92,0.19,5.19,33.5,903.03,0.06,50.17,8,0,3,0,9,13,24,15,1,False
2445,23.0,3.0,1.0,2.0,55.0,245.27,0.1,10.5,23.36,2575.32,0.08,143.07,18,0,3,0,11,11,34,21,5,False
2446,82.0,19.0,10.0,5.0,191.0,1029.93,0.02,49.33,20.88,50810.01,0.34,2822.78,52,12,11,3,24,18,117,74,37,False
2447,22.0,2.0,1.0,2.0,63.0,312.11,0.13,7.97,39.14,2489.11,0.1,138.28,14,2,4,0,11,20,34,29,3,False
2448,94.0,12.0,1.0,8.0,401.0,2658.37,0.03,32.04,82.93,85213.57,0.89,4734.09,76,5,6,5,26,73,221,180,23,True
2449,20.0,3.0,1.0,1.0,50.0,219.62,0.08,12.1,18.15,2657.35,0.07,147.63,16,0,2,0,11,10,28,22,5,False
2450,20.0,4.0,1.0,1.0,78.0,362.22,0.09,11.67,31.05,4225.91,0.12,234.77,14,0,4,0,10,15,43,35,7,False
2451,26.0,4.0,1.0,4.0,70.0,343.48,0.09,11.0,31.23,3778.31,0.11,209.91,19,2,3,0,12,18,37,33,7,False
2452,122.0,14.0,1.0,1.0,447.0,2148.89,0.01,113.59,18.92,244094.1,0.72,13560.78,88,21,11,0,17,11,300,147,27,False
2453,7.0,1.0,1.0,1.0,16.0,50.72,0.57,1.75,28.98,88.76,0.02,4.93,5,0,0,0,3,6,9,7,1,False
2454,17.0,2.0,1.0,2.0,44.0,204.33,0.15,6.68,30.59,1364.63,0.07,75.81,10,1,3,0,11,14,27,17,3,False
2455,41.0,10.0,4.0,5.0,180.0,891.76,0.03,40.0,22.29,35670.21,0.3,1981.68,30,0,9,0,16,15,113,75,19,False
2456,41.0,4.0,4.0,4.0,200.0,1221.7,0.04,24.19,50.51,29548.21,0.41,1641.57,32,3,4,0,26,43,120,80,7,True
2457,19.0,4.0,1.0,3.0,51.0,230.7,0.11,9.23,24.99,2129.55,0.08,118.31,15,0,2,0,10,13,27,24,7,False
2458,87.0,2.0,1.0,2.0,230.0,1353.01,0.05,18.75,72.16,25368.9,0.45,1409.38,48,8,31,0,15,44,120,110,3,False
2459,40.0,6.0,5.0,1.0,69.0,338.58,0.06,16.0,21.16,5417.21,0.11,300.96,33,1,3,1,16,14,41,28,11,False
2460,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
2461,17.0,3.0,1.0,3.0,37.0,162.52,0.09,10.67,15.24,1733.5,0.05,96.31,12,0,3,0,12,9,21,16,5,False
2462,27.0,15.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,29,False
2463,13.0,2.0,1.0,2.0,37.0,165.0,0.14,7.0,23.57,1154.99,0.05,64.17,8,0,2,0,11,11,23,14,3,False
2464,9.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
2465,5.0,1.0,1.0,1.0,7.0,16.25,0.67,1.5,10.84,24.38,0.01,1.35,3,0,0,0,3,2,5,2,1,False
2466,4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,False
2467,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,False
2468,32.0,6.0,1.0,2.0,81.0,393.5,0.06,17.68,22.26,6956.46,0.13,386.47,26,0,4,0,15,14,48,33,11,False
2469,12.0,2.0,1.0,2.0,19.0,70.31,0.24,4.08,17.22,287.09,0.02,15.95,7,1,2,0,7,6,12,7,3,False
2470,17.0,2.0,1.0,2.0,37.0,154.29,0.18,5.41,28.52,834.55,0.05,46.36,10,2,3,0,7,11,20,17,3,False
2471,45.0,6.0,1.0,3.0,226.0,1268.92,0.04,27.36,46.38,34716.98,0.42,1928.72,40,1,2,0,17,32,123,103,11,True
2472,69.0,6.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,11,True
2473,23.0,4.0,3.0,2.0,93.0,437.14,0.05,20.42,21.41,8924.96,0.15,495.83,18,0,2,0,14,12,58,35,7,False
2474,4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
2475,128.0,20.0,6.0,8.0,327.0,2010.97,0.04,27.61,72.83,55527.32,0.67,3084.85,91,9,23,2,22,49,204,123,39,True
2476,11.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,False
2477,19.0,8.0,4.0,4.0,207.0,1116.21,0.03,34.0,32.83,37951.13,0.37,2108.4,11,0,3,3,24,18,156,51,15,False
2478,11.0,2.0,1.0,2.0,39.0,165.67,0.12,8.55,19.38,1416.47,0.06,78.69,8,0,1,0,9,10,20,19,3,False
2479,9.0,1.0,1.0,1.0,22.0,78.87,0.18,5.6,14.08,441.67,0.03,24.54,6,0,1,0,7,5,14,8,1,False
2480,16.0,1.0,1.0,1.0,79.0,352.3,0.12,8.63,40.81,3041.48,0.12,168.97,10,0,4,0,7,15,42,37,1,False
2481,4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3,1,3,1,1,False
2482,36.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,9,True
2483,54.0,8.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,17,False
2484,26.0,3.0,1.0,2.0,44.0,193.26,0.12,8.18,23.62,1581.23,0.06,87.85,17,2,4,0,10,11,26,18,5,False
2485,25.0,2.0,1.0,2.0,30.0,120.0,0.1,10.0,12.0,1200.0,0.04,66.67,13,7,3,0,10,6,18,12,3,False
2486,10.0,1.0,1.0,1.0,18.0,66.61,0.29,3.43,19.43,228.37,0.02,12.69,5,0,3,0,6,7,10,8,1,False
2487,7.0,1.0,1.0,1.0,14.0,46.51,0.43,2.33,19.93,108.52,0.02,6.03,4,0,1,0,4,6,7,7,1,False
2488,76.0,18.0,11.0,11.0,275.0,1650.0,0.03,34.5,47.83,56925.0,0.55,3162.5,62,0,12,0,?,?,?,?,?,True
2489,48.0,3.0,1.0,2.0,136.0,691.89,0.05,19.95,34.68,13803.3,0.23,766.85,35,1,9,0,14,20,79,57,5,False
2490,21.0,2.0,1.0,2.0,69.0,353.92,0.1,9.67,36.61,3421.23,0.12,190.07,16,1,2,0,14,21,40,29,3,False
2491,114.0,15.0,8.0,5.0,440.0,2609.52,0.02,65.91,39.59,171998.36,0.87,9555.46,90,10,9,2,27,34,274,166,29,False
2492,33.0,3.0,1.0,2.0,71.0,408.6,0.07,15.0,27.24,6128.96,0.14,340.5,29,0,2,0,27,27,41,30,4,False
2493,19.0,3.0,3.0,2.0,45.0,211.52,0.11,9.5,22.27,2009.44,0.07,111.64,12,2,3,0,13,13,26,19,5,False
2494,57.0,6.0,1.0,6.0,158.0,851.99,0.08,12.77,66.7,10883.44,0.28,604.64,46,0,8,0,11,31,86,72,11,True
2495,42.0,6.0,3.0,4.0,144.0,786.16,0.07,15.0,52.41,11792.37,0.26,655.13,34,0,3,3,15,29,86,58,11,False
2496,21.0,3.0,1.0,3.0,58.0,284.6,0.13,7.53,37.81,2141.99,0.09,119.0,14,1,4,0,11,19,32,26,5,False
2497,17.0,2.0,1.0,1.0,31.0,142.13,0.12,8.4,16.92,1193.92,0.05,66.33,13,1,1,0,14,10,19,12,3,True
2498,18.0,6.0,6.0,5.0,90.0,450.0,0.04,27.77,16.2,12496.15,0.15,694.23,15,0,1,0,19,13,52,38,11,False
2499,57.0,6.0,5.0,2.0,158.0,867.71,0.03,28.7,30.24,24899.58,0.29,1383.31,41,5,9,0,22,23,98,60,11,True
2500,40.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,21,True
2501,41.0,5.0,1.0,3.0,130.0,682.23,0.06,17.5,38.98,11939.04,0.23,663.28,31,2,4,2,14,24,70,60,9,False
2502,27.0,5.0,1.0,1.0,78.0,352.84,0.09,11.57,30.49,4082.84,0.12,226.82,24,0,1,0,9,14,42,36,9,False
2503,28.0,4.0,3.0,4.0,46.0,218.72,0.11,9.29,23.55,2031.02,0.07,112.83,14,7,3,0,13,14,26,20,7,False
2504,45.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,7,True
2505,17.0,8.0,6.0,5.0,35.0,148.68,0.11,8.94,16.64,1328.8,0.05,73.82,15,0,0,0,11,8,22,13,15,False
2506,61.0,16.0,5.0,10.0,384.0,2337.59,0.02,55.98,41.76,130847.79,0.78,7269.32,50,2,7,0,27,41,214,170,31,False
2507,35.0,4.0,3.0,2.0,118.0,627.99,0.05,20.36,30.85,12784.03,0.21,710.22,23,5,4,0,19,21,77,45,7,False
2508,50.0,4.0,1.0,3.0,135.0,761.92,0.06,17.72,43.0,13500.28,0.25,750.02,34,3,11,0,18,32,72,63,7,False
2509,14.0,1.0,1.0,1.0,46.0,208.08,0.2,5.07,41.07,1054.29,0.07,58.57,9,0,3,0,8,15,27,19,1,False
2510,30.0,2.0,1.0,2.0,66.0,298.56,0.12,8.27,36.12,2468.06,0.1,137.11,17,6,5,0,8,15,35,31,3,False
2511,16.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,False
2512,4.0,2.0,1.0,1.0,15.0,55.51,0.33,3.0,18.5,166.52,0.02,9.25,2,0,0,0,6,7,8,7,3,False
2513,10.0,1.0,1.0,1.0,16.0,55.35,0.44,2.29,24.22,126.52,0.02,7.03,5,0,2,0,4,7,8,8,1,False
2514,1129.0,128.0,14.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,211,True
2515,4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4,4,5,4,1,False
2516,10.0,2.0,1.0,2.0,22.0,88.0,0.17,5.83,15.09,513.33,0.03,28.52,8,0,0,0,10,6,15,7,3,False
2517,38.0,8.0,1.0,7.0,129.0,695.61,0.05,21.48,32.39,14940.47,0.23,830.03,29,0,7,0,19,23,77,52,15,False
2518,76.0,3.0,1.0,3.0,237.0,1405.58,0.04,23.52,59.75,33064.71,0.47,1836.93,65,0,9,0,19,42,133,104,5,True
2519,15.0,2.0,1.0,2.0,35.0,151.27,0.19,5.33,28.36,806.76,0.05,44.82,13,0,2,0,8,12,19,16,3,False
2520,65.0,9.0,4.0,5.0,178.0,940.8,0.04,23.57,39.91,22176.04,0.31,1232.0,45,8,10,0,18,21,123,55,17,True
2521,90.0,9.0,7.0,8.0,439.0,2835.69,0.03,30.59,92.71,86738.77,0.95,4818.82,80,1,7,0,20,68,232,208,17,False
2522,18.0,4.0,1.0,2.0,53.0,254.79,0.13,7.44,34.24,1895.94,0.08,105.33,13,0,3,0,11,17,30,23,7,True
2523,19.0,2.0,1.0,2.0,35.0,148.68,0.16,6.11,24.33,908.58,0.05,50.48,10,2,5,0,10,9,24,11,3,True
2524,36.0,7.0,7.0,2.0,76.0,389.83,0.04,25.38,15.36,9895.57,0.13,549.75,30,0,4,0,22,13,46,30,13,False
2525,6.0,1.0,1.0,1.0,14.0,48.43,0.19,5.33,9.08,258.3,0.02,14.35,3,0,1,0,8,3,10,4,1,False
2526,74.0,15.0,13.0,4.0,205.0,1174.22,0.04,28.55,41.13,33520.42,0.39,1862.25,59,2,11,0,21,32,118,87,29,False
2527,12.0,4.0,3.0,2.0,26.0,110.45,0.13,7.71,14.32,852.01,0.04,47.33,9,0,0,0,12,7,17,9,7,False
2528,29.0,3.0,1.0,2.0,60.0,275.1,0.07,14.77,18.62,4063.94,0.09,225.77,20,0,5,0,13,11,35,25,5,False
2529,4.0,1.0,1.0,1.0,10.0,33.22,0.29,3.5,9.49,116.27,0.01,6.46,2,0,0,0,7,3,7,3,1,False
2530,42.0,7.0,4.0,4.0,84.0,434.27,0.06,17.5,24.82,7599.79,0.14,422.21,28,1,6,5,18,18,49,35,13,True
2531,64.0,12.0,5.0,5.0,178.0,1009.69,0.06,15.83,63.77,15986.79,0.34,888.15,57,0,3,0,15,36,102,76,23,False
2532,43.0,9.0,9.0,2.0,134.0,657.52,0.03,30.0,21.92,19725.7,0.22,1095.87,29,8,3,1,15,15,74,60,17,False
2533,111.0,22.0,1.0,18.0,229.0,1426.4,0.04,23.61,60.41,33680.49,0.48,1871.14,88,15,6,0,26,49,140,89,35,False
2534,55.0,17.0,16.0,16.0,143.0,755.81,0.05,18.75,40.31,14171.48,0.25,787.3,26,20,6,1,15,24,83,60,33,False
2535,24.0,2.0,1.0,2.0,82.0,427.18,0.11,9.36,45.64,3998.36,0.14,222.13,17,0,3,0,12,25,43,39,3,False
2536,147.0,65.0,63.0,64.0,825.0,5469.22,0.03,39.66,137.89,216922.91,1.82,12051.27,133,5,7,0,19,80,491,334,129,False
2537,16.0,3.0,1.0,3.0,34.0,153.8,0.12,8.18,18.8,1258.37,0.05,69.91,10,1,2,0,12,11,19,15,5,False
2538,30.0,2.0,1.0,2.0,45.0,206.32,0.24,4.12,50.11,849.57,0.07,47.2,10,13,5,0,7,17,25,20,3,False
2539,20.0,2.0,1.0,2.0,59.0,292.3,0.14,7.26,40.24,2123.0,0.1,117.94,15,0,1,0,12,19,36,23,3,False
2540,8.0,1.0,1.0,1.0,24.0,98.1,0.29,3.5,28.03,343.35,0.03,19.07,6,0,0,0,7,10,14,10,1,False
2541,4.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,0,0,4,2,4,2,1,False
2542,30.0,9.0,9.0,4.0,137.0,696.98,0.03,36.73,18.97,25602.49,0.23,1422.36,24,4,2,0,19,15,79,58,17,False
2543,56.0,8.0,5.0,7.0,171.0,965.1,0.05,20.81,46.37,20086.13,0.32,1115.9,44,0,10,0,18,32,97,74,15,True
2544,30.0,2.0,1.0,2.0,68.0,326.9,0.13,7.58,43.13,2477.56,0.11,137.64,18,6,4,0,9,19,36,32,3,False
2545,18.0,3.0,1.0,2.0,63.0,315.0,0.06,17.36,18.15,5467.5,0.11,303.75,15,0,3,0,18,14,36,27,5,True
2546,133.0,4.0,1.0,4.0,604.0,4164.47,0.05,19.47,213.93,81068.35,1.39,4503.8,120,0,11,0,14,105,312,292,7,False
2547,4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3,2,3,2,1,False
2548,20.0,4.0,4.0,2.0,51.0,230.7,0.1,10.36,22.26,2390.91,0.08,132.83,15,0,3,0,12,11,32,19,7,False
